episodes,reward
0,-0.121
1000,-0.19933333333333333
2000,-0.2613333333333333
3000,-0.06666666666666667
4000,0.17433333333333334
5000,-0.029
6000,-0.11566666666666667
7000,0.35633333333333334
8000,0.10066666666666667
9000,-0.121
10000,0.125
11000,-0.017333333333333333
12000,0.07733333333333334
13000,0.027666666666666666
14000,0.08033333333333334
15000,0.050666666666666665
16000,0.05266666666666667
17000,0.053
18000,0.23933333333333334
19000,-0.15933333333333333
20000,0.039
21000,0.099
22000,-0.037333333333333336
23000,0.244
24000,-0.088
25000,-0.10633333333333334
26000,0.08733333333333333
27000,-0.050666666666666665
28000,-0.03933333333333333
29000,-0.31733333333333336
30000,0.10533333333333333
31000,-0.03833333333333333
32000,0.17633333333333334
33000,0.09033333333333333
34000,-0.094
35000,-0.18066666666666667
36000,-0.052
37000,0.111
38000,0.10533333333333333
39000,0.14166666666666666
40000,0.060333333333333336
41000,0.073
42000,0.112
43000,0.22533333333333333
44000,0.054
45000,0.10966666666666666
46000,0.24066666666666667
47000,0.16366666666666665
48000,0.07366666666666667
49000,-0.18133333333333335
50000,-0.07433333333333333
51000,-0.107
52000,-0.062
53000,0.23433333333333334
54000,-0.212
55000,-0.346
56000,0.27266666666666667
57000,-0.057
58000,-0.025333333333333333
59000,-0.08666666666666667
60000,0.11066666666666666
61000,-0.012666666666666666
62000,-0.01633333333333333
63000,0.19033333333333333
64000,0.0003333333333333333
65000,0.15466666666666667
66000,0.12333333333333334
67000,-0.11533333333333333
68000,0.05266666666666667
69000,0.16566666666666666
70000,0.09166666666666666
71000,-0.07066666666666667
72000,-0.12566666666666668
73000,-0.18933333333333333
74000,0.11266666666666666
75000,-0.08733333333333333
76000,-0.14833333333333334
77000,0.10833333333333334
78000,0.10433333333333333
79000,0.037
80000,0.014666666666666666
81000,0.18133333333333335
82000,0.10933333333333334
83000,0.084
84000,-0.08533333333333333
85000,0.010333333333333333
86000,0.272
87000,0.19133333333333333
88000,-0.122
89000,-0.036
90000,-0.018666666666666668
91000,0.0023333333333333335
92000,0.05733333333333333
93000,0.11333333333333333
94000,-0.15466666666666667
95000,0.24133333333333334
96000,-0.115
97000,0.043
98000,-0.091
99000,0.261
100000,-0.05633333333333333
101000,0.181
102000,0.09533333333333334
103000,0.06433333333333334
104000,0.17533333333333334
105000,-0.12
106000,0.157
107000,-0.01633333333333333
108000,-0.039
109000,0.09066666666666667
110000,0.051333333333333335
111000,0.17233333333333334
112000,-0.15733333333333333
113000,0.10633333333333334
114000,-0.028
