episodes,reward
0,-2.3076666666666665
1000,-2.671666666666667
2000,-2.372
3000,-2.9673333333333334
4000,-2.552
5000,-2.344
6000,-2.8106666666666666
7000,-2.529333333333333
8000,-2.6056666666666666
9000,-2.1626666666666665
10000,-2.3486666666666665
11000,-2.663
12000,-2.476
13000,-2.6866666666666665
14000,-2.8673333333333333
15000,-2.866
16000,-2.6136666666666666
17000,-2.591
18000,-2.6326666666666667
19000,-2.7266666666666666
20000,-2.707666666666667
21000,-2.7563333333333335
22000,-2.5446666666666666
23000,-2.5243333333333333
24000,-2.7216666666666667
25000,-2.542333333333333
26000,-2.550666666666667
27000,-2.6353333333333335
28000,-2.351
29000,-2.4286666666666665
30000,-2.332666666666667
31000,-2.456
32000,-2.338
33000,-2.4686666666666666
34000,-2.321
35000,-2.6646666666666667
36000,-2.789
37000,-2.4386666666666668
38000,-2.3266666666666667
39000,-2.4656666666666665
40000,-2.804666666666667
41000,-2.661
42000,-2.5003333333333333
43000,-2.767333333333333
44000,-2.665
45000,-2.607666666666667
46000,-2.5573333333333332
47000,-2.25
48000,-2.566
49000,-2.3586666666666667
50000,-2.4793333333333334
51000,-2.610333333333333
52000,-2.264666666666667
53000,-2.5486666666666666
54000,-2.454
55000,-2.6096666666666666
56000,-2.508
57000,-2.4186666666666667
58000,-2.256
59000,-2.4873333333333334
60000,-2.417666666666667
61000,-2.5096666666666665
62000,-2.723333333333333
63000,-2.6353333333333335
64000,-2.635
65000,-2.477
66000,-2.3773333333333335
67000,-2.304666666666667
68000,-2.4563333333333333
69000,-2.635666666666667
70000,-2.549
71000,-2.196
72000,-2.4093333333333335
73000,-2.453333333333333
74000,-2.590333333333333
75000,-2.57
76000,-2.611666666666667
77000,-2.813
78000,-2.292
79000,-2.8646666666666665
80000,-2.445666666666667
81000,-2.6933333333333334
82000,-2.6026666666666665
83000,-2.5596666666666668
84000,-2.5733333333333333
85000,-2.457666666666667
86000,-2.6843333333333335
87000,-2.5486666666666666
88000,-2.8626666666666667
89000,-2.7236666666666665
90000,-2.5833333333333335
91000,-2.7096666666666667
92000,-2.7866666666666666
93000,-2.6466666666666665
94000,-2.749
95000,-2.6006666666666667
96000,-2.6986666666666665
97000,-2.7343333333333333
98000,-2.4916666666666667
99000,-2.639
