timestep,win rate,win rate easy,win rate medium,win rate hard
52,0.49133333333333334,0.8461538461538461,0.48104693140794225,0.1414842498665243
52052,0.4656666666666667,0.826017130620985,0.449955713020372,0.12540021344717184
104052,0.48633333333333334,0.8331573389651531,0.487248322147651,0.13415285943345803
156052,0.5046666666666667,0.8581259925886713,0.5061671996345363,0.15556711758584807
208052,0.5045,0.8397932816537468,0.5015277171540812,0.14261555806087936
260052,0.49966666666666665,0.8428940568475453,0.49221876389506447,0.14317180616740088
312052,0.486,0.8465215082315454,0.4689189189189189,0.1481286241433843
364052,0.4905,0.8461936820300362,0.48089171974522293,0.13468733297701763
416052,0.5078333333333334,0.86420395421436,0.4877384196185286,0.16631130063965885
468052,0.5015,0.8392952482648158,0.5024763619990995,0.16841552990556138
520052,0.49633333333333335,0.8549658434051498,0.5041705282669138,0.13563692625064466
572052,0.49633333333333335,0.8363922391190352,0.4986288848263254,0.15328083989501312
624052,0.5048333333333334,0.8508492569002123,0.5091157702825889,0.1607700312174818
676052,0.5203333333333333,0.858337689492943,0.5204626334519573,0.16856987493202827
728052,0.4895,0.8487261146496815,0.5024875621890548,0.11916010498687664
780052,0.49366666666666664,0.8404811715481172,0.4902582691436339,0.14513556618819776
832052,0.4831666666666667,0.848651623555311,0.4886008046490836,0.13566289825282632
884052,0.4915,0.8399570354457573,0.49545867393278836,0.1518595041322314
936052,0.4633333333333333,0.8061389337641357,0.48347668628338614,0.11116856256463288
988052,0.47833333333333333,0.8387440127727515,0.4635004397537379,0.12994044396318355
1040052,0.48883333333333334,0.8444687842278203,0.48738379814077026,0.1514360313315927
1092052,0.4935,0.8421883219358233,0.4938496583143508,0.14495798319327732
1144052,0.49233333333333335,0.8522727272727273,0.4945054945054945,0.13532232285562068
1196052,0.4718333333333333,0.8335084033613446,0.45466666666666666,0.11971830985915492
1248052,0.49433333333333335,0.8502389803505045,0.4867139061116032,0.14308768154922
1300052,0.493,0.8434873949579832,0.48272768057424853,0.14783074450990893
1352052,0.5116666666666667,0.8443960826985855,0.5303769401330377,0.16885159937073937
1404052,0.5025,0.8555152770585189,0.4847122302158273,0.15447154471544716
1456052,0.49166666666666664,0.843558282208589,0.48044692737430167,0.14135021097046413
1508052,0.4876666666666667,0.8334231805929919,0.49055755395683454,0.1504424778761062
1560052,0.488,0.8390010626992561,0.48764044943820223,0.13946117274167988
1612052,0.49766666666666665,0.8439641539272535,0.5004516711833785,0.14663843303335097
1664052,0.499,0.8457968024755028,0.48717948717948717,0.15450186467767715
1716052,0.4875,0.8343100692594566,0.4915640674874601,0.1455958549222798
1768052,0.5055,0.8467995802728226,0.5088757396449705,0.15867158671586715
1820052,0.49533333333333335,0.8664101154480484,0.49563318777292575,0.13802221047065044
1872052,0.4836666666666667,0.8350294590251741,0.47959183673469385,0.13943587014369346
1924052,0.4835,0.8274219163578613,0.48143236074270557,0.13466738777717685
1976052,0.494,0.8462377317339149,0.5102586975914363,0.1392931392931393
2028052,0.5023333333333333,0.8471778487752929,0.5090828533451485,0.14691689008042896
2080052,0.507,0.8441955193482689,0.49887031179394487,0.15359297860669227
2132052,0.49716666666666665,0.8336933045356372,0.5017528483786152,0.15755627009646303
2184052,0.5125,0.8624868282402529,0.5070294784580499,0.16868740115972589
2236052,0.5056666666666667,0.8647781934794228,0.5085278276481149,0.14886901630720673
2288052,0.5006666666666667,0.8527734577501296,0.49635701275045535,0.14346666666666666
2340052,0.5155,0.854343220338983,0.5324263038548753,0.16046145778710016
2392052,0.5195,0.8545548654244306,0.5165233137166139,0.17482517482517482
2444052,0.5015,0.8493975903614458,0.5123784261715296,0.1563807531380753
2496052,0.49133333333333334,0.8398727465535525,0.49884845693228924,0.14462171899125065
2548052,0.49666666666666665,0.8367561874670879,0.5024261138067931,0.13740458015267176
2600052,0.4915,0.83078545071165,0.4965862539827037,0.14795383001049317
2652052,0.4696666666666667,0.8281000532197977,0.4653419593345656,0.13030148185998977
2704052,0.492,0.8463555322496067,0.48810612991765784,0.14210802307288936
2756052,0.49233333333333335,0.8493813878429263,0.48514851485148514,0.15476810838978636
2808052,0.5106666666666667,0.8476044852191641,0.51376574895007,0.158311345646438
2860052,0.508,0.8540794979079498,0.5108947612424664,0.16209218021750388
2912052,0.49883333333333335,0.843482905982906,0.5057624113475178,0.14583333333333334
2964052,0.49983333333333335,0.8525571273122959,0.5072202166064982,0.15827338129496402
3016052,0.4701666666666667,0.8271028037383178,0.4454628780934922,0.13530655391120508
3068052,0.459,0.8256880733944955,0.4454088624942896,0.127170582226762
