timestep,reward
52,0.017666666666666667
52052,-0.045
104052,0.14066666666666666
156052,0.008333333333333333
208052,0.3476666666666667
260052,0.042666666666666665
312052,0.07766666666666666
364052,0.05366666666666667
416052,0.20733333333333334
468052,0.0003333333333333333
520052,0.065
572052,-0.0033333333333333335
624052,-0.07033333333333333
676052,-0.031
728052,-0.21733333333333332
780052,0.03666666666666667
832052,0.16533333333333333
884052,-0.05
936052,0.127
988052,0.0033333333333333335
1040052,0.034
1092052,0.23733333333333334
1144052,0.077
1196052,-0.13233333333333333
1248052,-0.042
1300052,-0.03766666666666667
1352052,0.004333333333333333
1404052,0.19
1456052,0.24433333333333335
1508052,-0.08366666666666667
1560052,-0.13366666666666666
1612052,-0.20633333333333334
1664052,0.064
1716052,0.20566666666666666
1768052,0.07966666666666666
1820052,0.017333333333333333
1872052,0.006333333333333333
1924052,0.012666666666666666
1976052,-0.011666666666666667
2028052,0.227
2080052,0.037333333333333336
2132052,0.028666666666666667
2184052,-0.439
2236052,0.0013333333333333333
2288052,-0.08733333333333333
2340052,-0.019666666666666666
2392052,-0.08833333333333333
2444052,-0.13833333333333334
2496052,-0.082
2548052,0.016666666666666666
2600052,-0.05533333333333333
2652052,-0.04933333333333333
2704052,0.14933333333333335
2756052,-0.06866666666666667
2808052,-0.04666666666666667
2860052,0.01633333333333333
2912052,-0.05566666666666667
2964052,-0.15133333333333332
3016052,0.3556666666666667
3068052,-0.043
3120052,-0.245
3172052,-0.15266666666666667
3224052,-0.033666666666666664
3276052,-0.20033333333333334
3328052,-0.049666666666666665
3380052,0.024333333333333332
3432052,0.09833333333333333
3484052,-0.221
3536052,0.176
3588052,-0.016666666666666666
3640052,-0.018
3692052,-0.06433333333333334
3744052,0.314
3796052,-0.08033333333333334
3848052,0.05433333333333333
3900052,0.076
3952052,0.224
4004052,-0.10933333333333334
4056052,-0.2856666666666667
4108052,-0.098
4160052,0.0033333333333333335
4212052,-0.16966666666666666
4264052,0.16433333333333333
4316052,-0.08366666666666667
4368052,0.015333333333333332
4420052,-0.007
4472052,0.097
4524052,-0.07933333333333334
4576052,-0.07766666666666666
4628052,-0.008
4680052,-0.121
4732052,0.18466666666666667
4784052,0.02
4836052,-0.16133333333333333
4888052,0.09466666666666666
4940052,0.25233333333333335
4992052,-0.132
5044052,0.11933333333333333
5096052,0.141
5148052,-0.15033333333333335
5200052,0.11166666666666666
5252052,0.012333333333333333
5304052,0.11933333333333333
5356052,-0.07233333333333333
5408052,0.13066666666666665
5460052,0.055
5512052,0.25466666666666665
5564052,0.15233333333333332
5616052,0.013
5668052,-0.17666666666666667
5720052,0.4043333333333333
5772052,0.12233333333333334
5824052,0.10633333333333334
5876052,0.25666666666666665
5928052,0.09366666666666666
5980052,0.078
6032052,0.057666666666666665
6084052,0.151
6136052,-0.17733333333333334
6188052,0.068
6240052,0.03666666666666667
6292052,-0.11033333333333334
6344052,0.132
6396052,0.123
6448052,0.26566666666666666
6500052,-0.072
6552052,0.04833333333333333
6604052,0.23833333333333334
6656052,0.07366666666666667
6708052,0.203
6760052,-0.02666666666666667
6812052,-0.07633333333333334
6864052,-0.03266666666666666
6916052,0.164
6968052,-0.17066666666666666
7020052,0.2806666666666667
7072052,0.05
7124052,0.026333333333333334
7176052,-0.0023333333333333335
7228052,0.07033333333333333
7280052,0.197
7332052,-0.021
7384052,-0.016666666666666666
7436052,-0.010333333333333333
7488052,0.018
7540052,0.01633333333333333
7592052,0.18
7644052,0.091
7696052,0.154
7748052,0.19933333333333333
7800052,0.25133333333333335
7852052,0.12133333333333333
7904052,-0.039
7956052,0.271
8008052,0.07266666666666667
8060052,0.034333333333333334
8112052,0.029666666666666668
8164052,0.06833333333333333
8216052,-0.03166666666666667
8268052,0.103
8320052,0.18933333333333333
8372052,0.143
8424052,0.09066666666666667
8476052,0.23733333333333334
