timestep,win rate,win rate easy,win rate medium,win rate hard
3744052,0.528,0.8758064516129033,0.5316622691292876,0.17684887459807075
3796052,0.495,0.8403225806451613,0.493368700265252,0.15495207667731628
3848052,0.5081666666666667,0.8525980911983033,0.5119208277103013,0.16023268112109995
3900052,0.5156666666666667,0.8463569165786695,0.5232403718459495,0.1672983216025988
3952052,0.516,0.8756585879873551,0.5155896972435607,0.15510852302805717
4004052,0.4915,0.8557430593358737,0.4868073878627968,0.142932768660667
4056052,0.4728333333333333,0.8339483394833949,0.45474516695957823,0.120415982484948
4108052,0.4876666666666667,0.8420204191295003,0.49391617845876523,0.13697916666666668
4160052,0.5035,0.8553696708041014,0.5017825311942959,0.162900683131897
4212052,0.48533333333333334,0.8299319727891157,0.48417721518987344,0.13585508790623335
4264052,0.518,0.8475991649269311,0.5217773867135944,0.16454997239094424
4316052,0.49566666666666664,0.848780487804878,0.4952893674293405,0.15784008307372793
4368052,0.5061666666666667,0.8554973821989529,0.5036463081130356,0.1571729957805907
4420052,0.4955,0.850624660510592,0.4982014388489209,0.1545219638242894
4472052,0.5213333333333333,0.8624420401854714,0.5238532110091743,0.1660457690260777
4524052,0.49366666666666664,0.8546770601336303,0.5141700404858299,0.14336193841494194
4576052,0.49966666666666665,0.8540423223005968,0.5055728934462773,0.15151515151515152
4628052,0.49716666666666665,0.8485010706638115,0.4980340760157274,0.13998914812805208
4680052,0.4875,0.840064620355412,0.4897692642577275,0.13001083423618634
4732052,0.5146666666666667,0.8610816542948038,0.5198749441715051,0.16
4784052,0.5013333333333333,0.8359957401490948,0.514065335753176,0.15901981230448384
4836052,0.478,0.8287292817679558,0.4750561797752809,0.15826972010178117
4888052,0.5116666666666667,0.8433487416538265,0.522737927801219,0.16302083333333334
4940052,0.5251666666666667,0.8746694870438921,0.5325602140945584,0.16229244777718266
4992052,0.48966666666666664,0.8462765957446808,0.4848762603116407,0.14912280701754385
5044052,0.5046666666666667,0.8653217011995638,0.5037166593790993,0.15380521554018095
5096052,0.5126666666666667,0.8602320675105485,0.5070796460176992,0.1621475054229935
5148052,0.487,0.8377686796315251,0.4760164458656921,0.1308562197092084
5200052,0.5113333333333333,0.862356621480709,0.5019797624285086,0.15091210613598674
5252052,0.4935,0.8560606060606061,0.49289967934035733,0.15388522092432708
5304052,0.51,0.8588794926004228,0.5093002657218778,0.15405405405405406
5356052,0.4875,0.8372933884297521,0.4696969696969697,0.13736263736263737
5408052,0.5098333333333334,0.8544502617801047,0.4964253798033959,0.17062634989200864
5460052,0.5055,0.8539325842696629,0.5028722934158197,0.16006423982869378
5512052,0.523,0.8662420382165605,0.5298042704626335,0.16862955032119914
5564052,0.5096666666666667,0.8629201680672269,0.49285075960679176,0.16792249730893433
5616052,0.5021666666666667,0.8289473684210527,0.5071111111111111,0.16054054054054054
5668052,0.484,0.8308431163287087,0.47795414462081126,0.14155005382131325
5720052,0.5358333333333334,0.8671875,0.5413701067615658,0.18176855895196506
5772052,0.5145,0.8651623555310952,0.5220813292522956,0.16930379746835442
5824052,0.5108333333333334,0.8557640750670241,0.5124490719782707,0.17497403946002077
5876052,0.5248333333333334,0.8714442013129103,0.5444887118193891,0.17041296393099845
5928052,0.5058333333333334,0.8550185873605948,0.5069537909376401,0.15625
5980052,0.5053333333333333,0.844845908607864,0.5261720527992717,0.14888079125455492
6032052,0.508,0.8476645435244161,0.5138447571493419,0.16675378985886044
6084052,0.504,0.8576944291230005,0.5203900709219859,0.15277058518902123
6136052,0.47883333333333333,0.8294906166219839,0.4736612973443622,0.1294885745375408
6188052,0.5065,0.8560767590618337,0.5064587973273942,0.15753060138371475
6240052,0.5048333333333334,0.8458376156217883,0.5098578633654287,0.14468766684463427
6292052,0.49483333333333335,0.8360042735042735,0.5035056967572304,0.13813651137594798
6344052,0.5063333333333333,0.8530927835051546,0.4984126984126984,0.15309973045822103
6396052,0.5075,0.8594080338266384,0.49553969669937553,0.16505894962486603
6448052,0.5221666666666667,0.866974833076528,0.5227168425883433,0.1632870864461046
6500052,0.4881666666666667,0.8457792207792207,0.48427115640230395,0.14406332453825857
6552052,0.5068333333333334,0.8410560344827587,0.5081605646228495,0.17474693660095897
