timestep,reward
52,-0.036
52052,-0.044
104052,-0.056
156052,-0.136
208052,-0.176
260052,-0.434
312052,0.128
364052,-0.068
416052,-0.24
468052,0.118
520052,-0.08
572052,0.018
624052,-0.588
676052,0.01
728052,-0.05
780052,-0.09
832052,-0.51
884052,-0.296
936052,-0.14
988052,-0.23
1040052,0.088
1092052,-0.254
1144052,-0.102
1196052,-0.182
1248052,-0.1
1300052,-0.32
1352052,-0.248
1404052,-0.062
1456052,-0.12
1508052,-0.17
1560052,-0.378
1612052,-0.494
1664052,-0.316
1716052,0.038
1768052,-0.298
1820052,-0.1
1872052,0.066
1924052,0.14
1976052,0.132
2028052,-0.232
2080052,0.186
2132052,-0.204
2184052,-0.148
2236052,-0.25
2288052,-0.264
2340052,0.262
2392052,-0.388
2444052,0.002
2496052,0.004
2548052,-0.08
2600052,-0.272
2652052,0.106
2704052,-0.058
2756052,-0.16
2808052,-0.106
2860052,0.226
2912052,0.302
2964052,0.026
3016052,0.028
3068052,0.2
3120052,-0.07
3172052,-0.076
3224052,-0.098
3276052,-0.012
3328052,0.016
3380052,-0.166
3432052,-0.414
3484052,0.234
3536052,-0.136
3588052,0.24
3640052,0.044
3692052,-0.192
3744052,-0.2
3796052,0.198
3848052,-0.25
3900052,0.118
3952052,0.382
4004052,0.234
4056052,0.132
4108052,0.89
4160052,0.246
4212052,0.148
4264052,0.334
4316052,0.242
4368052,0.388
4420052,0.09
4472052,0.328
4524052,0.444
4576052,0.054
4628052,0.204
4680052,0.406
4732052,0.388
4784052,-0.054
4836052,0.184
4888052,0.158
4940052,0.08
4992052,0.15
5044052,0.09
5096052,0.14
5148052,0.042
5200052,0.016
5252052,-0.012
5304052,0.01
5356052,0.032
5408052,0.23
5460052,0.178
5512052,0.02
5564052,-0.074
5616052,-0.194
5668052,0.272
5720052,0.24
5772052,0.008
5824052,-0.012
5876052,0.28
5928052,0.142
5980052,0.136
6032052,0.312
6084052,0.048
6136052,0.156
6188052,-0.118
6240052,0.032
6292052,0.046
6344052,0.324
6396052,0.36
6448052,-0.106
6500052,0.054
6552052,0.184
6604052,0.646
6656052,-0.166
6708052,-0.194
6760052,-0.12
6812052,-0.194
6864052,0.428
6916052,0.426
6968052,0.172
7020052,-0.144
7072052,0.09
7124052,0.01
7176052,0.002
7228052,0.222
7280052,0.114
7332052,0.108
7384052,0.218
7436052,0.066
7488052,0.59
7540052,0.33
7592052,0.144
7644052,0.25
7696052,0.192
7748052,0.066
7800052,0.1
7852052,0.0
7904052,-0.1
7956052,0.13
8008052,0.058
8060052,0.264
8112052,0.116
8164052,-0.05
8216052,0.204
8268052,-0.09
8320052,0.064
8372052,0.454
8424052,0.126
8476052,0.2
8528052,0.032
8580052,0.166
8632052,-0.036
8684052,0.492
8736052,0.478
8788052,0.13
8840052,0.266
8892052,0.168
8944052,0.194
8996052,-0.056
9048052,0.124
9100052,0.024
9152052,0.144
9204052,0.262
9256052,0.126
9308052,-0.018
9360052,0.146
9412052,0.146
9464052,-0.116
9516052,0.11
9568052,-0.022
