episodes,reward
0,0.01633333333333333
1000,0.12233333333333334
2000,-0.20133333333333334
3000,-0.08366666666666667
4000,-0.059
5000,0.06466666666666666
6000,-0.25266666666666665
7000,0.045
8000,0.058333333333333334
9000,0.10666666666666667
10000,-0.17033333333333334
11000,-0.066
12000,0.026
13000,-0.06433333333333334
14000,0.081
15000,0.287
16000,0.168
17000,0.123
18000,-0.2663333333333333
19000,-0.05733333333333333
20000,-0.38533333333333336
21000,0.074
22000,0.09533333333333334
23000,-0.103
24000,-0.10566666666666667
25000,-0.45466666666666666
26000,0.154
27000,-0.2763333333333333
28000,-0.22966666666666666
29000,0.12533333333333332
30000,-0.15066666666666667
31000,0.18766666666666668
32000,0.15633333333333332
33000,0.051
34000,0.189
35000,0.45066666666666666
36000,-0.29733333333333334
37000,-0.029666666666666668
38000,-0.233
39000,0.3403333333333333
40000,-0.06366666666666666
41000,0.06433333333333334
42000,0.13133333333333333
43000,-0.27066666666666667
44000,0.05333333333333334
45000,0.025
46000,0.16866666666666666
47000,-0.16133333333333333
48000,0.22733333333333333
49000,0.084
50000,0.17966666666666667
51000,-0.10866666666666666
52000,0.033
53000,-0.142
54000,-0.31766666666666665
55000,-0.10366666666666667
56000,-0.06933333333333333
57000,0.18433333333333332
58000,-0.004333333333333333
59000,-0.24466666666666667
60000,-0.04833333333333333
61000,-0.20066666666666666
62000,-0.14
63000,0.082
64000,0.058333333333333334
65000,0.014333333333333333
66000,0.42533333333333334
67000,0.033
68000,0.093
69000,-0.095
70000,-0.219
71000,-0.3546666666666667
72000,0.076
73000,0.045
74000,-0.141
75000,-0.029666666666666668
76000,0.03166666666666667
77000,-0.175
78000,-0.009
79000,0.04533333333333334
80000,0.024333333333333332
81000,0.14333333333333334
82000,0.03233333333333333
83000,-0.018
84000,-0.007666666666666666
85000,0.06066666666666667
86000,0.168
87000,0.035
88000,0.04733333333333333
89000,-0.0036666666666666666
90000,0.048666666666666664
91000,0.06866666666666667
92000,-0.296
93000,-0.15633333333333332
94000,-0.07766666666666666
95000,-0.099
96000,-0.27
97000,-0.16233333333333333
98000,0.09866666666666667
99000,-0.065
100000,-0.18733333333333332
101000,0.04533333333333334
102000,-0.07066666666666667
103000,0.06966666666666667
104000,-0.3453333333333333
105000,-0.087
106000,-0.25466666666666665
107000,-0.04666666666666667
108000,0.11266666666666666
109000,0.08333333333333333
110000,0.051333333333333335
111000,0.07566666666666666
112000,-0.08566666666666667
113000,0.24066666666666667
114000,-0.2826666666666667
115000,0.077
116000,0.128
117000,0.04566666666666667
118000,0.102
119000,-0.13266666666666665
120000,0.010333333333333333
121000,0.07966666666666666
122000,-0.024
123000,-0.07866666666666666
124000,-0.15133333333333332
125000,-0.0006666666666666666
126000,-0.08333333333333333
127000,0.06466666666666666
128000,-0.08766666666666667
129000,-0.023
130000,-0.14266666666666666
131000,0.036333333333333336
132000,0.097
133000,0.2683333333333333
134000,0.258
135000,0.05733333333333333
136000,-0.07133333333333333
137000,0.08366666666666667
138000,0.36666666666666664
139000,0.035333333333333335
140000,0.273
141000,0.11333333333333333
142000,0.2713333333333333
143000,-0.07466666666666667
144000,0.057666666666666665
145000,-0.119
146000,0.023666666666666666
147000,-0.20833333333333334
148000,0.11133333333333334
149000,-0.12466666666666666
150000,0.229
151000,-0.161
152000,-0.06333333333333334
153000,0.15066666666666667
154000,0.10333333333333333
155000,0.08166666666666667
156000,0.066
157000,0.08266666666666667
158000,0.116
159000,-0.007333333333333333
160000,0.020666666666666667
161000,-0.038
162000,0.16366666666666665
163000,-0.33766666666666667
164000,0.20866666666666667
165000,0.113
166000,0.244
167000,0.15566666666666668
168000,0.2613333333333333
169000,0.09633333333333334
170000,0.03833333333333333
171000,0.06233333333333333
172000,0.16766666666666666
173000,0.10833333333333334
174000,0.11633333333333333
175000,0.12166666666666667
176000,0.30833333333333335
177000,-0.008666666666666666
178000,0.19533333333333333
179000,0.223
180000,0.074
181000,0.11966666666666667
182000,0.222
183000,-0.0026666666666666666
184000,0.12
185000,-0.06833333333333333
186000,-0.008333333333333333
187000,0.242
188000,-0.13133333333333333
189000,-0.11433333333333333
190000,0.16566666666666666
191000,0.006
192000,0.10233333333333333
193000,0.06733333333333333
194000,0.23666666666666666
195000,0.10233333333333333
196000,-0.039
197000,0.21833333333333332
198000,0.18933333333333333
199000,0.19133333333333333
200000,0.121
201000,0.236
202000,0.15033333333333335
203000,0.039
204000,-0.027666666666666666
205000,-0.053
206000,-0.018333333333333333
207000,-0.102
208000,0.015
209000,-0.0023333333333333335
210000,0.035
211000,0.072
212000,0.024333333333333332
213000,0.09033333333333333
214000,0.145
215000,0.41333333333333333
216000,0.10533333333333333
217000,0.2763333333333333
218000,-0.31966666666666665
219000,0.011666666666666667
220000,-0.064
221000,-0.061
222000,-0.11366666666666667
223000,0.11333333333333333
224000,0.13466666666666666
225000,0.08066666666666666
226000,0.13466666666666666
227000,0.023666666666666666
228000,0.069
229000,0.053
230000,-0.021
231000,0.017
232000,-0.025333333333333333
233000,-0.07933333333333334
234000,0.017333333333333333
235000,-0.251
236000,0.067
237000,0.008333333333333333
238000,-0.009666666666666667
239000,0.10733333333333334
240000,0.039
241000,-0.024333333333333332
242000,0.048
243000,0.051666666666666666
244000,0.119
245000,0.05533333333333333
246000,-0.081
247000,-0.009
248000,-0.007666666666666666
249000,0.005333333333333333
250000,0.05733333333333333
251000,-0.14866666666666667
252000,-0.014666666666666666
253000,0.03933333333333333
254000,-0.014
255000,-0.05333333333333334
256000,-0.10133333333333333
257000,0.027666666666666666
258000,-0.03666666666666667
259000,-0.042
260000,-0.03666666666666667
261000,-0.029666666666666668
262000,0.010666666666666666
263000,0.23
264000,-0.06366666666666666
265000,-0.06333333333333334
266000,-0.08466666666666667
267000,-0.13833333333333334
268000,-0.272
269000,-0.15666666666666668
270000,-0.068
271000,0.04566666666666667
272000,0.05733333333333333
273000,-0.065
274000,-0.075
275000,-0.09866666666666667
276000,-0.127
277000,0.028
278000,-0.03
279000,-0.059
280000,-0.151
281000,-0.229
282000,-0.2683333333333333
283000,-0.07566666666666666
284000,-0.13666666666666666
285000,-0.17233333333333334
286000,-0.07
287000,-0.037333333333333336
288000,-0.133
289000,-0.0023333333333333335
290000,-0.079
291000,-0.13333333333333333
292000,-0.287
293000,-0.23166666666666666
294000,-0.169
295000,-0.196
296000,-0.185
297000,-0.23066666666666666
298000,0.02
299000,-0.13633333333333333
300000,-0.10133333333333333
301000,0.095
302000,0.024
303000,-0.011333333333333334
304000,-0.091
305000,-0.0003333333333333333
306000,-0.06466666666666666
307000,-0.013
308000,-0.041
309000,0.156
310000,0.17066666666666666
311000,0.006333333333333333
312000,-0.14033333333333334
313000,-0.005
314000,0.03666666666666667
315000,0.012
316000,0.0023333333333333335
317000,-0.07733333333333334
318000,0.05
319000,-0.004333333333333333
